raw,TOT_NT,SOC_NT,VIS_NT,HEA_NT,TOU_NT,TS_NT,BOD_NT,BAL_NT,PLA_NT
72,40,,,,,,,,
73,40,,,,,,,,
74,40,,,,,,,,
75,40,,,,,,,,
76,40,,,,,,,,
77,40,,,,,,,,
78,41,,,,,,,,
79,41,,,,,,,,
80,42,,,,,,,,
81,42,,,,,,,,
82,43,,,,,,,,
83,44,,,,,,,,
84,46,,,,,,,,
85,47,,,,,,,,
86,47,,,,,,,,
87,48,,,,,,,,
88,49,,,,,,,,
89,50,,,,,,,,
90,51,,,,,,,,
91,52,,,,,,,,
92,52,,,,,,,,
93,53,,,,,,,,
94,53,,,,,,,,
95,54,,,,,,,,
96,55,,,,,,,,
97,56,,,,,,,,
98,57,,,,,,,,
99,58,,,,,,,,
100,58,,,,,,,,
101,59,,,,,,,,
102,60,,,,,,,,
103,61,,,,,,,,
104,61,,,,,,,,
105,62,,,,,,,,
106,63,,,,,,,,
107,63,,,,,,,,
108,63,,,,,,,,
109,63,,,,,,,,
110,64,,,,,,,,
111,65,,,,,,,,
112,67,,,,,,,,
113,67,,,,,,,,
114,67,,,,,,,,
115,67,,,,,,,,
116,67,,,,,,,,
117,67,,,,,,,,
118,68,,,,,,,,
119,68,,,,,,,,
120,69,,,,,,,,
121,71,,,,,,,,
122,73,,,,,,,,
123,73,,,,,,,,
124,73,,,,,,,,
125,73,,,,,,,,
126,73,,,,,,,,
127,73,,,,,,,,
128,73,,,,,,,,
129,73,,,,,,,,
130,73,,,,,,,,
131,73,,,,,,,,
132,73,,,,,,,,
133,73,,,,,,,,
134,73,,,,,,,,
135,73,,,,,,,,
136,73,,,,,,,,
137,73,,,,,,,,
138,73,,,,,,,,
139,73,,,,,,,,
140,73,,,,,,,,
141,73,,,,,,,,
142,73,,,,,,,,
143,73,,,,,,,,
144,77,,,,,,,,
145,77,,,,,,,,
146,77,,,,,,,,
147,77,,,,,,,,
148,77,,,,,,,,
149,77,,,,,,,,
150,77,,,,,,,,
151,77,,,,,,,,
152,77,,,,,,,,
153,77,,,,,,,,
154,77,,,,,,,,
155,77,,,,,,,,
156,77,,,,,,,,
157,77,,,,,,,,
158,77,,,,,,,,
159,77,,,,,,,,
160,77,,,,,,,,
161,77,,,,,,,,
162,77,,,,,,,,
163,77,,,,,,,,
164,77,,,,,,,,
165,77,,,,,,,,
166,77,,,,,,,,
167,77,,,,,,,,
168,77,,,,,,,,
169,77,,,,,,,,
170,77,,,,,,,,
171,77,,,,,,,,
172,77,,,,,,,,
173,77,,,,,,,,
174,77,,,,,,,,
175,77,,,,,,,,
176,77,,,,,,,,
177,77,,,,,,,,
178,77,,,,,,,,
179,77,,,,,,,,
180,77,,,,,,,,
181,77,,,,,,,,
182,77,,,,,,,,
183,77,,,,,,,,
184,77,,,,,,,,
185,77,,,,,,,,
186,77,,,,,,,,
187,77,,,,,,,,
188,77,,,,,,,,
189,77,,,,,,,,
190,77,,,,,,,,
191,77,,,,,,,,
192,77,,,,,,,,
193,77,,,,,,,,
194,77,,,,,,,,
195,77,,,,,,,,
196,77,,,,,,,,
197,77,,,,,,,,
198,77,,,,,,,,
199,77,,,,,,,,
200,77,,,,,,,,
201,77,,,,,,,,
202,77,,,,,,,,
203,77,,,,,,,,
204,77,,,,,,,,
205,77,,,,,,,,
206,77,,,,,,,,
207,77,,,,,,,,
208,77,,,,,,,,
209,77,,,,,,,,
210,77,,,,,,,,
211,77,,,,,,,,
212,77,,,,,,,,
213,77,,,,,,,,
214,77,,,,,,,,
215,77,,,,,,,,
216,77,,,,,,,,
217,77,,,,,,,,
218,77,,,,,,,,
219,77,,,,,,,,
220,77,,,,,,,,
221,77,,,,,,,,
222,77,,,,,,,,
223,77,,,,,,,,
224,77,,,,,,,,
225,77,,,,,,,,
226,77,,,,,,,,
227,77,,,,,,,,
228,77,,,,,,,,
229,77,,,,,,,,
230,77,,,,,,,,
231,77,,,,,,,,
232,77,,,,,,,,
233,77,,,,,,,,
234,77,,,,,,,,
235,77,,,,,,,,
236,77,,,,,,,,
237,77,,,,,,,,
238,77,,,,,,,,
239,77,,,,,,,,
240,77,,,,,,,,
